price,location,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,accomodation_type,url
51812800,"Москва, ЦАО, р-н Замоскворечье, Шлюзовая наб., 2/1С1",Павелецкая,3,8,75.2,42.7,5.7,2028,Без отделки,3.3,Во двор,Новостройка,https://www.cian.ru/sale/flat/303040534/
159350000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 15",Спортивная,8,15,138.57,unknown,11.4,2022,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304329864/
16000000,"Москва, СВАО, р-н Останкинский, ул. Цандера, 4К2",ВДНХ,6,12,38.0,19.0,11.0,1967,Дизайнерский,2.65,Во двор,Вторичка,https://www.cian.ru/sale/flat/305550068/
25267200,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В14 квартал",Павшино,2,11,47.0,25.5,6.0,2026,"Без отделки, чистовая",2.9,Во двор,Новостройка,https://www.cian.ru/sale/flat/298516517/
170000000,"Москва, ЦАО, р-н Хамовники, Смоленский бул., 24к3",Смоленская,5,7,185.0,unknown,unknown,2011,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306209886/
21800000,"Москва, СВАО, р-н Бабушкинский, ул. Искры, 13К1",Бабушкинская,7,9,60.0,unknown,18.0,1971,Дизайнерский,2.64,Во двор,Вторичка,https://www.cian.ru/sale/flat/306581626/
403620000,"Москва, ЦАО, р-н Пресненский, Трехпрудный пер., 9С2",Пушкинская,1,6,192.2,unknown,unknown,2027,Чистовая,3.25,unknown,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/305311557/
170000000,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10",Фрунзенская,5,12,105.0,80.0,20.0,unknown,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/305572111/
160350000,"Москва, ЦАО, р-н Хамовники, пер. 1-й Тружеников, 16",Киевская,3,14,106.9,unknown,unknown,2021,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/306226871/
18707580,"Москва, ЮАО, р-н Даниловский, Эра жилой комплекс, 1",Пролетарская,10,27,38.7,22.6,unknown,2026,"Без отделки, предчистовая",3.15,unknown,Новостройка,https://www.cian.ru/sale/flat/301260531/
197000000,"Москва, ЦАО, р-н Тверской, ул. Фадеева, 4А",Новослободская,6,10,190.5,110.0,27.5,2013,Дизайнерский,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306791585/
45000000,"Москва, ЦАО, р-н Тверской, Тверская ул., 29к2",Маяковская,6,8,85.3,unknown,25.0,1912,Евроремонт,3.2,unknown,Вторичка,https://www.cian.ru/sale/flat/297044895/
26438652,"Москва, САО, р-н Савеловский, 2-я Хуторская ул., 34",Дмитровская,5,43,57.89,24.1,unknown,2025,"Предчистовая, чистовая",3.0,unknown,Новостройка,https://www.cian.ru/sale/flat/300287890/
90000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Поклонная,10,12,111.0,unknown,unknown,2012,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330054/
175000000,"Москва, ЦАО, р-н Пресненский, Малая Бронная ул., 27/14",Пушкинская,5,6,151.0,132.0,14.0,1900,Без ремонта,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304829065/
175450000,"Москва, ЦАО, р-н Якиманка, Лаврушинский жилой комплекс",Третьяковская,2,14,85.6,34.6,15.5,2024,Без отделки,3.35,unknown,Новостройка,https://www.cian.ru/sale/flat/293713880/
104999999,"Москва, ЗАО, р-н Раменки, просп. Генерала Дорохова, 39к2А",Минская,10,14,166.47,unknown,unknown,unknown,Без ремонта,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/304330095/
172500000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 19АК1",Спортивная,6,6,295.0,182.0,25.1,1926,Дизайнерский,3.7,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/300981764/
64704000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с1",Москва,42,66,67.4,unknown,unknown,2020,"Без отделки, чистовая",3.9,На улицу,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/302833885/
80000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Поклонная,7,12,105.9,unknown,unknown,2012,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330063/
108000000,"Москва, ЦАО, р-н Пресненский, Звенигородское ш., 11",Улица 1905 года,4,17,114.0,unknown,14.0,2022,Дизайнерский,4.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/303932414/
35853300,"Москва, ЮВАО, р-н Южнопортовый, Шампайн жилой комплекс, к2",Волгоградский проспект,5,13,65.32,27.2,unknown,2024,"Без отделки, чистовая",5.7,unknown,Новостройка,https://www.cian.ru/sale/flat/302838426/
100000000,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Поклонная,21,53,129.5,unknown,unknown,2012,Дизайнерский,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/304330042/
160000000,"Московская область, Одинцовский городской округ, Жуковка деревня, 58",Крылатское,3,6,236.0,unknown,unknown,2006,Дизайнерский,unknown,unknown,Вторичка,https://odintsovo.cian.ru/sale/flat/291589677/
22803806,"Москва, ЮАО, р-н Даниловский, Павелецкая Сити жилой комплекс",Павелецкая,3,28,60.6,39.6,unknown,2027,"Без отделки, предчистовая",3.02,unknown,Новостройка,https://www.cian.ru/sale/flat/306614015/
31900000,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к3",Фили,2,31,65.0,unknown,26.0,2015,Евроремонт,2.85,unknown,Вторичка,https://www.cian.ru/sale/flat/304077571/
750000000,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 10",Фрунзенская,4,12,298.93,unknown,20.0,2013,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/285032815/
78259545,"Москва, ЦАО, р-н Пресненский, ул. Костикова, 4к1",Улица 1905 года,5,21,65.9,18.8,24.9,2023,"Чистовая, чистовая с мебелью",3.0,На улицу,Новостройка,https://www.cian.ru/sale/flat/306541560/
87000000,"Москва, ЗАО, р-н Раменки, просп. Генерала Дорохова, 39к1",Минская,4,14,136.0,unknown,35.0,2022,Без ремонта,3.1,unknown,Вторичка,https://www.cian.ru/sale/flat/300987092/
99500000,"Москва, ЦАО, р-н Хамовники, Саввинская наб., 3",Киевская,5,8,128.4,unknown,9.0,1946,Без ремонта,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305878159/
20702990,"Москва, ЗАО, р-н Очаково-Матвеевское, Очаково микрорайон",Аминьевская,6,27,53.9,36.9,5.7,2027,Предчистовая,2.92,unknown,Новостройка,https://www.cian.ru/sale/flat/303859067/
55000000,"Москва, ЗАО, р-н Раменки, 1-й Сетуньский проезд, вл6",Кутузовская,19,41,98.0,60.0,22.0,2024,Чистовая,unknown,На улицу,Новостройка,https://www.cian.ru/sale/flat/304242775/
20400000,"Москва, САО, р-н Беговой, Ленинградский просп., 29к3",Динамо,8,19,30.8,19.0,6.0,2018,Евроремонт,3.0,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/302203106/
44129000,"Москва, ЗАО, р-н Крылатское, Крылатская ул., 23",Крылатское,4,27,65.91,43.3,17.6,2027,Без отделки,3.1,unknown,Новостройка,https://www.cian.ru/sale/flat/305603331/
51000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/4",ЦСКА,5,41,68.0,45.0,10.0,2021,Дизайнерский,3.1,Во двор,Вторичка,https://www.cian.ru/sale/flat/303331501/
28100000,"Москва, ЦАО, р-н Пресненский, Ходынская ул., 2",Улица 1905 года,2,44,57.0,44.0,8.0,2018,Дизайнерский,unknown,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/298880305/
23496679,"Москва, СВАО, р-н Марьина роща, Полковая ул., 1С12",Марьина Роща,2,22,47.2,unknown,unknown,2025,"Без отделки, чистовая",3.0,unknown,Новостройка,https://www.cian.ru/sale/flat/306809948/
328800000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 11",Спортивная,11,14,242.97,unknown,30.0,2019,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330107/
43900000,"Москва, ЮАО, р-н Донской, Ленинский просп., 35",Ленинский проспект,2,7,97.1,unknown,15.0,1940,Евроремонт,3.0,unknown,Вторичка,https://www.cian.ru/sale/flat/298324265/
134746500,"Москва, ЦАО, р-н Тверской, 1-я Тверская-Ямская ул., 2",Маяковская,7,9,93.9,unknown,41.3,2023,"Без отделки, чистовая с мебелью",unknown,unknown,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/306599727/
90000000,"Москва, ЗАО, р-н Раменки, ул. Улофа Пальме, 1с7",Минская,14,18,220.0,unknown,20.0,2000,Дизайнерский,2.9,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/295660041/
35500000,"Москва, САО, р-н Савеловский, ул. Мишина, 23",Петровский Парк,5,5,88.7,60.0,8.0,1955,Дизайнерский,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/301309397/
